locus_family	E. cloacae	K. pneumoniae	S. marcescens	C. rodentium	E. coli	S. enterica	num_genomes
2073	ECL_RS23930	KPNIH1_RS25465	SMDB11_RS19320	ROD_RS21640	b3437	STM14_RS18765	6
2076	ECL_RS03965	KPNIH1_RS03840	SMDB11_RS00025	ROD_RS00035	b0007	STM14_RS00595	6
2077	ECL_RS05815	KPNIH1_RS05970	SMDB11_RS01715	ROD_RS02475	b0437	STM14_RS02860	6
2092	ECL_RS07145	KPNIH1_RS17135	SMDB11_RS05990	ROD_RS09340	b1845	STM14_RS10305	6
2093	ECL_RS11575	KPNIH1_RS15880	SMDB11_RS07245	ROD_RS06850	b1677	STM14_RS07735	6
2095	ECL_RS24435	KPNIH1_RS25755	SMDB11_RS19525	ROD_RS21235	b3493	STM14_RS19000	6
2122	ECL_RS11935	KPNIH1_RS10960	SMDB11_RS00740	ROD_RS06605	b1733	STM14_RS07445	6
2124	ECL_RS05630	KPNIH1_RS05675	SMDB11_RS01525	ROD_RS02240	b0401	STM14_RS02615	6
2125	ECL_RS06050	KPNIH1_RS06245	SMDB11_RS01895	ROD_RS02660	b0470	STM14_RS03035	6
2131	ECL_RS13770	KPNIH1_RS09245	SMDB11_RS04730	ROD_RS04445	b0867	STM14_RS05105	6
2133	ECL_RS12340	KPNIH1_RS10320	SMDB11_RS06355	ROD_RS05955	b1120	STM14_RS06610	6
2134	ECL_RS25610	KPNIH1_RS00030	SMDB11_RS20445	ROD_RS19805	b3747	STM14_RS20480	6
2140	ECL_RS11395	KPNIH1_RS15110	SMDB11_RS07375	ROD_RS07100	b1646	STM14_RS08055	6
2141	ECL_RS18590	KPNIH1_RS19295	SMDB11_RS14035	ROD_RS11710	b2410	STM14_RS13355	6
2143	ECL_RS15320	KPNIH1_RS07505	SMDB11_RS22010	ROD_RS03010	b0591	STM14_RS03570	6
2146	ECL_RS15345	KPNIH1_RS07480	SMDB11_RS22000	ROD_RS28705	b4511	STM14_RS03540	6
2151	ECL_RS11995	KPNIH1_RS10895	SMDB11_RS10465	ROD_RS06550	b1745	STM14_RS07390	6
2153	ECL_RS12005	KPNIH1_RS10885	SMDB11_RS10475	ROD_RS06540	b1747	STM14_RS07380	6
2179	ECL_RS02945	KPNIH1_RS02470	SMDB11_RS22495	ROD_RS16135	b4216	STM14_RS23105	6
2181	ECL_RS17195	KPNIH1_RS30310	SMDB11_RS12660	ROD_RS11385	b4502	STM14_RS12255	6
2188	ECL_RS20585	KPNIH1_RS21675	SMDB11_RS15820	ROD_RS14005	b2794	STM14_RS15880	6
2193	ECL_RS24940	KPNIH1_RS00660	SMDB11_RS21175	ROD_RS19675	b3775	STM14_RS20620	6
2210	ECL_RS13460	KPNIH1_RS09460	SMDB11_RS04950	ROD_RS05015	b0914	STM14_RS05370	6
2211	ECL_RS11945	KPNIH1_RS10950	SMDB11_RS00735	ROD_RS06595	b1735	STM14_RS07435	6
2214	ECL_RS12000	KPNIH1_RS10890	SMDB11_RS10470	ROD_RS06545	b1746	STM14_RS07385	6
2215	ECL_RS02795	KPNIH1_RS02335	SMDB11_RS22425	ROD_RS15995	b4188	STM14_RS22970	6
2218	ECL_RS22990	KPNIH1_RS24505	SMDB11_RS17775	ROD_RS22695	b3229	STM14_RS17770	6
2219	ECL_RS11335	KPNIH1_RS15050	SMDB11_RS07425	ROD_RS07155	b1635	STM14_RS08110	6
2220	ECL_RS14305	KPNIH1_RS08685	SMDB11_RS03785	ROD_RS04130	b0811	STM14_RS04785	6
2221	ECL_RS06720	KPNIH1_RS17435	SMDB11_RS10790	ROD_RS09785	b1920	STM14_RS10680	6
2222	ECL_RS24525	KPNIH1_RS25850	SMDB11_RS19710	ROD_RS21110	b3526	STM14_RS19115	6
2223	ECL_RS05765	KPNIH1_RS05875	SMDB11_RS01665	ROD_RS02390	b0427	STM14_RS02800	6
2226	ECL_RS11470	KPNIH1_RS15185	SMDB11_RS07295	ROD_RS07035	b1660	STM14_RS07995	6
2227	ECL_RS17315	KPNIH1_RS18560	SMDB11_RS12735	ROD_RS11460	b2182	STM14_RS12315	6
2228	ECL_RS17295	KPNIH1_RS18540	SMDB11_RS12715	ROD_RS11440	b2178	STM14_RS12290	6
2229	ECL_RS08720	KPNIH1_RS11430	SMDB11_RS09310	ROD_RS08475	b1293	STM14_RS09355	6
2230	ECL_RS08045	KPNIH1_RS16220	SMDB11_RS09735	ROD_RS08735	b1244	STM14_RS09625	6
2231	ECL_RS25155	KPNIH1_RS00425	SMDB11_RS19935	ROD_RS18835	b3934	STM14_RS21535	6
2232	ECL_RS13800	KPNIH1_RS09215	SMDB11_RS04695	ROD_RS04415	b0861	STM14_RS05075	6
2233	ECL_RS18150	KPNIH1_RS18990	SMDB11_RS13465	ROD_RS13410	b2308	STM14_RS12980	6
2234	ECL_RS13795	KPNIH1_RS09220	SMDB11_RS04700	ROD_RS04420	b0862	STM14_RS05080	6
2235	ECL_RS15025	KPNIH1_RS07870	SMDB11_RS02265	ROD_RS03335	b0653	STM14_RS03925	6
2236	ECL_RS14310	KPNIH1_RS08680	SMDB11_RS03780	ROD_RS04125	b0810	STM14_RS04780	6
2237	ECL_RS17110	KPNIH1_RS18405	SMDB11_RS04165	ROD_RS11275	b2148	STM14_RS12145	6
2238	ECL_RS17300	KPNIH1_RS18545	SMDB11_RS12720	ROD_RS11445	b2179	STM14_RS12295	6
2239	ECL_RS08715	KPNIH1_RS11275	SMDB11_RS09315	ROD_RS08480	b1292	STM14_RS09360	6
2240	ECL_RS08050	KPNIH1_RS16215	SMDB11_RS09730	ROD_RS08730	b1245	STM14_RS09620	6
2241	ECL_RS12615	KPNIH1_RS10105	SMDB11_RS10230	ROD_RS05670	b1066	STM14_RS06335	6
2244	ECL_RS23950	KPNIH1_RS25490	SMDB11_RS19340	ROD_RS21620	b3441	STM14_RS18785	6
2245	ECL_RS17915	KPNIH1_RS18785	SMDB11_RS13225	ROD_RS13165	b2260	STM14_RS12735	6
2246	ECL_RS20755	KPNIH1_RS22175	SMDB11_RS15990	ROD_RS14245	b2836	STM14_RS16100	6
2247	ECL_RS01610	KPNIH1_RS01740	SMDB11_RS21950	ROD_RS17030	b4069	STM14_RS22440	6
2248	ECL_RS07360	KPNIH1_RS16920	SMDB11_RS10035	ROD_RS09130	b1805	STM14_RS09985	6
2249	ECL_RS15305	KPNIH1_RS07520	SMDB11_RS22020	ROD_RS03025	b0594	STM14_RS03585	6
2250	ECL_RS04630	KPNIH1_RS04740	SMDB11_RS00465	ROD_RS00800	b0154	STM14_RS01595	6
2251	ECL_RS14520	KPNIH1_RS08465	SMDB11_RS02820	ROD_RS03940	b0774	STM14_RS04590	6
2252	ECL_RS00765	KPNIH1_RS26260	SMDB11_RS20060	ROD_RS20740	b3607	STM14_RS19565	6
2258	ECL_RS23250	KPNIH1_RS24835	SMDB11_RS18650	ROD_RS22405	b3279	STM14_RS18060	6
2265	ECL_RS00700	KPNIH1_RS26305	SMDB11_RS20100	ROD_RS20695	b3616	STM14_RS19610	6
2269	ECL_RS13660	KPNIH1_RS09265	SMDB11_RS04770	ROD_RS04465	b0871	STM14_RS05125	6
2270	ECL_RS24745	KPNIH1_RS00905	SMDB11_RS21385	ROD_RS19450	b3824	STM14_RS20860	6
2271	ECL_RS24750	KPNIH1_RS00895	SMDB11_RS21380	ROD_RS19455	b3823	STM14_RS20855	6
2272	ECL_RS00690	KPNIH1_RS26315	SMDB11_RS20110	ROD_RS20685	b3619	STM14_RS19620	6
2275	ECL_RS19540	KPNIH1_RS20365	SMDB11_RS15540	ROD_RS12520	b2587	STM14_RS14525	6
2276	ECL_RS24510	KPNIH1_RS25835	SMDB11_RS19690	ROD_RS21125	b3523	STM14_RS19100	6
2280	ECL_RS21755	KPNIH1_RS23540	SMDB11_RS17405	ROD_RS17645	b3035	STM14_RS17005	6
2281	ECL_RS23110	KPNIH1_RS24620	SMDB11_RS18175	ROD_RS22550	b3252	STM14_RS17940	6
2282	ECL_RS13615	KPNIH1_RS09300	SMDB11_RS04800	ROD_RS04500	b0878	STM14_RS05155	6
2283	ECL_RS16825	KPNIH1_RS18100	SMDB11_RS14570	ROD_RS10935	b2074	STM14_RS11835	6
2284	ECL_RS25260	KPNIH1_RS00375	SMDB11_RS20040	ROD_RS18970	b3911	STM14_RS21360	6
2285	ECL_RS11145	KPNIH1_RS12545	SMDB11_RS09105	ROD_RS07265	b1609	STM14_RS08210	6
2286	ECL_RS16845	KPNIH1_RS18120	SMDB11_RS14590	ROD_RS10955	b2078	STM14_RS11855	6
2292	ECL_RS14880	KPNIH1_RS08020	SMDB11_RS02415	ROD_RS03505	b0686	STM14_RS04090	6
2293	ECL_RS23830	KPNIH1_RS25360	SMDB11_RS19235	ROD_RS21750	b3412	STM14_RS18610	6
2300	ECL_RS21615	KPNIH1_RS23450	SMDB11_RS17300	ROD_RS17535	b3011	STM14_RS16890	6
2304	ECL_RS25730	KPNIH1_RS27140	SMDB11_RS20580	ROD_RS19930	b3715	STM14_RS20340	6
2305	ECL_RS23695	KPNIH1_RS25225	SMDB11_RS19085	ROD_RS21880	b3385	STM14_RS18475	6
2306	ECL_RS11905	KPNIH1_RS10990	SMDB11_RS06930	ROD_RS06635	b1727	STM14_RS07470	6
2307	ECL_RS20100	KPNIH1_RS21070	SMDB11_RS00795	ROD_RS15385	b2690	STM14_RS15135	6
2308	ECL_RS18050	KPNIH1_RS18915	SMDB11_RS13365	ROD_RS13305	b2293	STM14_RS12880	6
2309	ECL_RS12285	KPNIH1_RS10375	SMDB11_RS06415	ROD_RS06100	b1130	STM14_RS06665	6
2310	ECL_RS25570	KPNIH1_RS00070	SMDB11_RS20405	ROD_RS19765	b3755	STM14_RS20520	6
2311	ECL_RS04400	KPNIH1_RS04435	SMDB11_RS16980	ROD_RS00605	b0113	STM14_RS01340	6
2312	ECL_RS07240	KPNIH1_RS17040	SMDB11_RS06880	ROD_RS09250	b1827	STM14_RS10105	6
2313	ECL_RS01320	KPNIH1_RS01305	SMDB11_RS18575	ROD_RS18415	b4018	STM14_RS21995	6
2314	ECL_RS18210	KPNIH1_RS19055	SMDB11_RS13520	ROD_RS13485	b2320	STM14_RS13065	6
2315	ECL_RS10645	KPNIH1_RS12230	SMDB11_RS09165	ROD_RS08165	b1380	STM14_RS09105	6
2316	ECL_RS21135	KPNIH1_RS22710	SMDB11_RS16485	ROD_RS24220	b2913	STM14_RS16365	6
2317	ECL_RS01035	KPNIH1_RS26070	SMDB11_RS20715	ROD_RS20955	b3553	STM14_RS19300	6
2318	ECL_RS12775	KPNIH1_RS09995	SMDB11_RS05970	ROD_RS05510	b1033	STM14_RS06175	6
2319	ECL_RS14575	KPNIH1_RS08350	SMDB11_RS02780	ROD_RS03865	b0764	STM14_RS04535	6
2320	ECL_RS18655	KPNIH1_RS19385	SMDB11_RS14105	ROD_RS11795	b2424	STM14_RS13450	6
2321	ECL_RS18650	KPNIH1_RS19380	SMDB11_RS14100	ROD_RS11790	b2423	STM14_RS13445	6
2322	ECL_RS04170	KPNIH1_RS04165	SMDB11_RS00245	ROD_RS00380	b0068	STM14_RS01115	6
2323	ECL_RS12330	KPNIH1_RS10340	SMDB11_RS06360	ROD_RS06035	b1123	STM14_RS06615	6
2324	ECL_RS13845	KPNIH1_RS09170	SMDB11_RS04660	ROD_RS04365	b0854	STM14_RS05025	6
2325	ECL_RS20745	KPNIH1_RS22165	SMDB11_RS15980	ROD_RS14235	b2834	STM14_RS16090	6
2328	ECL_RS24925	KPNIH1_RS00695	SMDB11_RS21190	ROD_RS19645	b3780	STM14_RS20640	6
2331	ECL_RS22655	KPNIH1_RS24200	SMDB11_RS22705	ROD_RS23085	b3162	STM14_RS17445	6
2332	ECL_RS19495	KPNIH1_RS20320	SMDB11_RS15175	ROD_RS12470	b2576	STM14_RS14470	6
2335	ECL_RS24755	KPNIH1_RS00890	SMDB11_RS21375	ROD_RS19460	b3822	STM14_RS20850	6
2336	ECL_RS20060	KPNIH1_RS21025	SMDB11_RS15495	ROD_RS15415	b2684	STM14_RS15100	6
2337	ECL_RS11375	KPNIH1_RS15090	SMDB11_RS07390	ROD_RS07120	b1642	STM14_RS08075	6
2338	ECL_RS19415	KPNIH1_RS20240	SMDB11_RS15090	ROD_RS12390	b2561	STM14_RS14085	6
2339	ECL_RS07115	KPNIH1_RS17175	SMDB11_RS10080	ROD_RS09380	b1853	STM14_RS10345	6
2340	ECL_RS00035	KPNIH1_RS27055	SMDB11_RS20650	ROD_RS20000	b3697	STM14_RS20230	6
2341	ECL_RS14565	KPNIH1_RS08360	SMDB11_RS02790	ROD_RS03875	b0766	STM14_RS04545	6
2346	ECL_RS18195	KPNIH1_RS19040	SMDB11_RS13505	ROD_RS13470	b2317	STM14_RS13050	6
2349	ECL_RS25205	KPNIH1_RS26525	SMDB11_RS19995	ROD_RS18895	b3924	STM14_RS21485	6
2350	ECL_RS24655	KPNIH1_RS01000	SMDB11_RS21675	ROD_RS19360	b3844	STM14_RS20955	6
2357	ECL_RS13650	KPNIH1_RS09275	SMDB11_RS04775	ROD_RS04470	b0872	STM14_RS05130	6
2358	ECL_RS14835	KPNIH1_RS08060	SMDB11_RS02455	ROD_RS03550	b0697	STM14_RS04140	6
2359	ECL_RS24070	KPNIH1_RS25640	SMDB11_RS21445	ROD_RS21470	b3469	STM14_RS18935	6
2360	ECL_RS06110	KPNIH1_RS06315	SMDB11_RS01985	ROD_RS02725	b0484	STM14_RS03105	6
2361	ECL_RS14160	KPNIH1_RS08815	SMDB11_RS04095	ROD_RS04245	b0830	STM14_RS04880	6
2362	ECL_RS08725	KPNIH1_RS11435	SMDB11_RS09305	ROD_RS08470	b1294	STM14_RS09350	6
2363	ECL_RS05730	KPNIH1_RS05835	SMDB11_RS01630	ROD_RS02355	b0420	STM14_RS02730	6
2370	ECL_RS09960	KPNIH1_RS14860	SMDB11_RS07480	ROD_RS07965	b1434	STM14_RS08900	6
2371	ECL_RS18280	KPNIH1_RS19125	SMDB11_RS13695	ROD_RS13555	b2342	STM14_RS13160	6
2372	ECL_RS01615	KPNIH1_RS01750	SMDB11_RS21955	ROD_RS17070	b4077	STM14_RS22480	6
2373	ECL_RS24535	KPNIH1_RS25860	SMDB11_RS21165	ROD_RS21100	b3528	STM14_RS19125	6
2374	ECL_RS11920	KPNIH1_RS10975	SMDB11_RS06920	ROD_RS06620	b1729	STM14_RS07460	6
2375	ECL_RS22390	KPNIH1_RS23915	SMDB11_RS17630	ROD_RS23685	b3089	STM14_RS17200	6
2376	ECL_RS18035	KPNIH1_RS18900	SMDB11_RS13350	ROD_RS13290	b2290	STM14_RS12865	6
2377	ECL_RS18490	KPNIH1_RS19180	SMDB11_RS13845	ROD_RS13780	b2379	STM14_RS13235	6
2378	ECL_RS05880	KPNIH1_RS06025	SMDB11_RS01770	ROD_RS02530	b0447	STM14_RS02915	6
2379	ECL_RS13565	KPNIH1_RS09355	SMDB11_RS04860	ROD_RS04870	b0889	STM14_RS05245	6
2380	ECL_RS25630	KPNIH1_RS00010	SMDB11_RS20465	ROD_RS19825	b3743	STM14_RS20460	6
2381	ECL_RS01600	KPNIH1_RS01725	SMDB11_RS21940	ROD_RS17020	b4067	STM14_RS22430	6
2384	ECL_RS23150	KPNIH1_RS24660	SMDB11_RS18215	ROD_RS22515	b3258	STM14_RS17975	6
2385	ECL_RS25070	KPNIH1_RS00540	SMDB11_RS19850	ROD_RS18695	b3962	STM14_RS21690	6
2386	ECL_RS24465	KPNIH1_RS25795	SMDB11_RS19610	ROD_RS21195	b3500	STM14_RS19040	6
2387	ECL_RS04415	KPNIH1_RS04450	SMDB11_RS16965	ROD_RS00620	b0116	STM14_RS01355	6
2388	ECL_RS08710	KPNIH1_RS11270	SMDB11_RS09320	ROD_RS08485	b1291	STM14_RS09365	6
2389	ECL_RS23105	KPNIH1_RS24615	SMDB11_RS18170	ROD_RS22560	b3251	STM14_RS17930	6
2390	ECL_RS03990	KPNIH1_RS03875	SMDB11_RS00050	ROD_RS00060	b0014	STM14_RS00625	6
2391	ECL_RS19290	KPNIH1_RS20095	SMDB11_RS14915	ROD_RS12205	b2526	STM14_RS13920	6
2392	ECL_RS16780	KPNIH1_RS18070	SMDB11_RS14550	ROD_RS10925	b2069	STM14_RS11830	6
2393	ECL_RS21665	KPNIH1_RS23505	SMDB11_RS17365	ROD_RS17585	b3028	STM14_RS16970	6
2394	ECL_RS04120	KPNIH1_RS04110	SMDB11_RS00205	ROD_RS00325	b0058	STM14_RS01055	6
2395	ECL_RS19575	KPNIH1_RS20405	SMDB11_RS00895	ROD_RS12555	b2594	STM14_RS14565	6
2396	ECL_RS12510	KPNIH1_RS10140	SMDB11_RS05765	ROD_RS05760	b1086	STM14_RS06435	6
2399	ECL_RS00815	KPNIH1_RS26220	SMDB11_RS20780	ROD_RS20795	b3600	STM14_RS19500	6
2400	ECL_RS17965	KPNIH1_RS18825	SMDB11_RS13280	ROD_RS13220	b2276	STM14_RS12790	6
2401	ECL_RS17970	KPNIH1_RS18830	SMDB11_RS13285	ROD_RS13225	b2277	STM14_RS12795	6
2402	ECL_RS17975	KPNIH1_RS18835	SMDB11_RS13290	ROD_RS13230	b2278	STM14_RS12800	6
2403	ECL_RS08705	KPNIH1_RS11265	SMDB11_RS09325	ROD_RS08490	b1290	STM14_RS09370	6
2404	ECL_RS17120	KPNIH1_RS18415	SMDB11_RS04155	ROD_RS11285	b2150	STM14_RS12155	6
2405	ECL_RS25050	KPNIH1_RS00560	SMDB11_RS19830	ROD_RS18675	b3966	STM14_RS21710	6
2406	ECL_RS17055	KPNIH1_RS18335	SMDB11_RS03015	ROD_RS11185	b2134	STM14_RS12050	6
2407	ECL_RS08860	KPNIH1_RS11525	SMDB11_RS09240	ROD_RS08330	b1325	STM14_RS09290	6
2408	ECL_RS01465	KPNIH1_RS01475	SMDB11_RS18420	ROD_RS18235	b4043	STM14_RS22250	6
2409	ECL_RS20730	KPNIH1_RS22140	SMDB11_RS15960	ROD_RS14210	b2830	STM14_RS16065	6
2410	ECL_RS12055	KPNIH1_RS10830	SMDB11_RS09825	ROD_RS06490	b1759	STM14_RS07365	6
2411	ECL_RS04330	KPNIH1_RS04355	SMDB11_RS00410	ROD_RS00535	b0099	STM14_RS01265	6
2412	ECL_RS13470	KPNIH1_RS09450	SMDB11_RS23985	ROD_RS05005	b0912	STM14_RS05360	6
2413	ECL_RS11825	KPNIH1_RS16105	SMDB11_RS07055	ROD_RS06700	b1712	STM14_RS07555	6
2416	ECL_RS18780	KPNIH1_RS19595	SMDB11_RS14370	ROD_RS12005	b2478	STM14_RS13680	6
2417	ECL_RS17320	KPNIH1_RS18565	SMDB11_RS12740	ROD_RS11465	b2183	STM14_RS12320	6
2420	ECL_RS08550	KPNIH1_RS11125	SMDB11_RS09540	ROD_RS08600	b1269	STM14_RS09500	6
2421	ECL_RS12260	KPNIH1_RS10410	SMDB11_RS06490	ROD_RS06130	b1135	STM14_RS06695	6
2422	ECL_RS22875	KPNIH1_RS24430	SMDB11_RS17885	ROD_RS22805	b3204	STM14_RS17665	6
2423	ECL_RS17475	KPNIH1_RS18720	SMDB11_RS21405	ROD_RS13100	b2240	STM14_RS12625	6
2424	ECL_RS04430	KPNIH1_RS04475	SMDB11_RS16960	ROD_RS00635	b0118	STM14_RS01375	6
2425	ECL_RS08590	KPNIH1_RS11180	SMDB11_RS09500	ROD_RS08560	b1276	STM14_RS09460	6
2426	ECL_RS04200	KPNIH1_RS04225	SMDB11_RS00270	ROD_RS00405	b0072	STM14_RS01135	6
2427	ECL_RS20450	KPNIH1_RS21545	SMDB11_RS00620	ROD_RS15045	b2751	STM14_RS15710	6
2428	ECL_RS00845	KPNIH1_RS26190	SMDB11_RS20865	ROD_RS20825	b3590	STM14_RS19480	6
2429	ECL_RS15300	KPNIH1_RS07525	SMDB11_RS22025	ROD_RS03030	b0595	STM14_RS03590	6
2430	ECL_RS07050	KPNIH1_RS17240	SMDB11_RS10155	ROD_RS09455	b1867	STM14_RS10420	6
2439	ECL_RS02630	KPNIH1_RS02160	SMDB11_RS22260	ROD_RS15840	b4148	STM14_RS22770	6
2440	ECL_RS07330	KPNIH1_RS16950	SMDB11_RS10300	ROD_RS09160	b1812	STM14_RS10015	6
2441	ECL_RS13595	KPNIH1_RS09320	SMDB11_RS04820	ROD_RS04520	b0882	STM14_RS05175	6
2442	ECL_RS05640	KPNIH1_RS05685	SMDB11_RS01545	ROD_RS02250	b0403	STM14_RS02625	6
2443	ECL_RS03160	KPNIH1_RS02695	SMDB11_RS22965	ROD_RS16335	b4239	STM14_RS23345	6
2444	ECL_RS21105	KPNIH1_RS22685	SMDB11_RS16460	ROD_RS24255	b2907	STM14_RS16340	6
2445	ECL_RS14985	KPNIH1_RS07910	SMDB11_RS02310	ROD_RS03375	b0662	STM14_RS03965	6
2446	ECL_RS21100	KPNIH1_RS22680	SMDB11_RS16455	ROD_RS24260	b2906	STM14_RS16335	6
2447	ECL_RS21110	KPNIH1_RS22690	SMDB11_RS16465	ROD_RS24250	b2908	STM14_RS16345	6
2448	ECL_RS24640	KPNIH1_RS01015	SMDB11_RS21695	ROD_RS19345	b3847	STM14_RS20975	6
2449	ECL_RS18225	KPNIH1_RS19070	SMDB11_RS13640	ROD_RS13500	b2323	STM14_RS13105	6
2450	ECL_RS17925	KPNIH1_RS18795	SMDB11_RS13235	ROD_RS13175	b2262	STM14_RS12745	6
2451	ECL_RS11440	KPNIH1_RS15150	SMDB11_RS07315	ROD_RS07060	b1655	STM14_RS08015	6
2452	ECL_RS17280	KPNIH1_RS18525	SMDB11_RS12700	ROD_RS11425	b2175	STM14_RS12275	6
2453	ECL_RS11805	KPNIH1_RS16060	SMDB11_RS07115	ROD_RS06720	b1708	STM14_RS07575	6
2462	ECL_RS01415	KPNIH1_RS01425	SMDB11_RS18490	ROD_RS18285	b4032	STM14_RS22200	6
2463	ECL_RS23975	KPNIH1_RS25515	SMDB11_RS21555	ROD_RS21585	b3451	STM14_RS18830	6
2464	ECL_RS07105	KPNIH1_RS17185	SMDB11_RS10095	ROD_RS09395	b1855	STM14_RS10355	6
2467	ECL_RS21165	KPNIH1_RS22750	SMDB11_RS16605	ROD_RS24915	b2925	STM14_RS16400	6
2468	ECL_RS25675	KPNIH1_RS27230	SMDB11_RS20510	ROD_RS19870	b3734	STM14_RS20415	6
2469	ECL_RS25685	KPNIH1_RS27220	SMDB11_RS20520	ROD_RS19880	b3732	STM14_RS20405	6
2471	ECL_RS00680	KPNIH1_RS26325	SMDB11_RS20120	ROD_RS20675	b3621	STM14_RS19630	6
2472	ECL_RS00685	KPNIH1_RS26320	SMDB11_RS20115	ROD_RS20680	b3620	STM14_RS19625	6
2480	ECL_RS18615	KPNIH1_RS19325	SMDB11_RS14060	ROD_RS11735	b2414	STM14_RS13380	6
2481	ECL_RS18640	KPNIH1_RS19370	SMDB11_RS14090	ROD_RS11780	b2421	STM14_RS13435	6
2482	ECL_RS00650	KPNIH1_RS26355	SMDB11_RS20155	ROD_RS20625	b3631	STM14_RS19680	6
2485	ECL_RS13380	KPNIH1_RS09540	SMDB11_RS05045	ROD_RS05100	b0930	STM14_RS05450	6
2486	ECL_RS02670	KPNIH1_RS02190	SMDB11_RS22290	ROD_RS15870	b4155	STM14_RS22800	6
2491	ECL_RS18835	KPNIH1_RS19640	SMDB11_RS14460	ROD_RS12060	b2497	STM14_RS13720	6
2492	ECL_RS00535	KPNIH1_RS26585	SMDB11_RS20280	ROD_RS20510	b3654	STM14_RS19805	6
2493	ECL_RS25700	KPNIH1_RS27190	SMDB11_RS20535	ROD_RS19895	b3729	STM14_RS20385	6
2494	ECL_RS13830	KPNIH1_RS09185	SMDB11_RS04675	ROD_RS04380	b0857	STM14_RS05040	6
2495	ECL_RS12325	KPNIH1_RS10345	SMDB11_RS06380	ROD_RS06040	b1124	STM14_RS06620	6
2496	ECL_RS12255	KPNIH1_RS10415	SMDB11_RS06495	ROD_RS06135	b1136	STM14_RS06700	6
2503	ECL_RS04205	KPNIH1_RS04230	SMDB11_RS00275	ROD_RS00410	b0073	STM14_RS01140	6
2504	ECL_RS24030	KPNIH1_RS25600	SMDB11_RS21495	ROD_RS21510	b3461	STM14_RS18895	6
2505	ECL_RS20400	KPNIH1_RS21495	SMDB11_RS00685	ROD_RS15095	b2741	STM14_RS15660	6
2510	ECL_RS13515	KPNIH1_RS09405	SMDB11_RS04895	ROD_RS04960	b0902	STM14_RS05300	6
2513	ECL_RS24645	KPNIH1_RS01010	SMDB11_RS21685	ROD_RS19350	b3846	STM14_RS20970	6
2514	ECL_RS18275	KPNIH1_RS19120	SMDB11_RS13690	ROD_RS13550	b2341	STM14_RS13155	6
2515	ECL_RS24670	KPNIH1_RS00980	SMDB11_RS21650	ROD_RS19375	b4483	STM14_RS20940	6
2516	ECL_RS03815	KPNIH1_RS03695	SMDB11_RS23640	ROD_RS24140	b4378	STM14_RS23910	6
2517	ECL_RS12440	KPNIH1_RS10210	SMDB11_RS05830	ROD_RS05830	b1100	STM14_RS06515	6
2518	ECL_RS19310	KPNIH1_RS20115	SMDB11_RS14935	ROD_RS12225	b2530	STM14_RS13940	6
2519	ECL_RS02720	KPNIH1_RS02260	SMDB11_RS22355	ROD_RS15930	b4169	STM14_RS22870	6
2520	ECL_RS19345	KPNIH1_RS20155	SMDB11_RS14970	ROD_RS12290	b2536	STM14_RS13995	6
2521	ECL_RS06155	KPNIH1_RS06360	SMDB11_RS02025	ROD_RS02770	b0495	STM14_RS03150	6
2522	ECL_RS12355	KPNIH1_RS10305	SMDB11_RS06340	ROD_RS05940	b1117	STM14_RS06595	6
2523	ECL_RS24040	KPNIH1_RS25610	SMDB11_RS21485	ROD_RS21500	b3463	STM14_RS18905	6
2524	ECL_RS03940	KPNIH1_RS03815	SMDB11_RS00005	ROD_RS00015	b0002	STM14_RS00575	6
2525	ECL_RS01355	KPNIH1_RS01375	SMDB11_RS18515	ROD_RS18350	b4024	STM14_RS22165	6
2526	ECL_RS25130	KPNIH1_RS00455	SMDB11_RS19915	ROD_RS18795	b3940	STM14_RS21570	6
2527	ECL_RS04025	KPNIH1_RS03910	SMDB11_RS00080	ROD_RS00130	b0026	STM14_RS00800	6
2528	ECL_RS15045	KPNIH1_RS07840	SMDB11_RS02240	ROD_RS03315	b0642	STM14_RS03850	6
2529	ECL_RS22925	KPNIH1_RS02785	SMDB11_RS23040	ROD_RS16405	b4258	STM14_RS23450	6
2530	ECL_RS06085	KPNIH1_RS06280	SMDB11_RS01945	ROD_RS02700	b0478	STM14_RS03075	6
2531	ECL_RS21340	KPNIH1_RS22920	SMDB11_RS17055	ROD_RS24750	b2950	STM14_RS16555	6
2532	ECL_RS04640	KPNIH1_RS04750	SMDB11_RS00475	ROD_RS00810	b0156	STM14_RS01605	6
2533	ECL_RS23020	KPNIH1_RS24535	SMDB11_RS17805	ROD_RS22665	b3235	STM14_RS17805	6
2534	ECL_RS13820	KPNIH1_RS09195	SMDB11_RS04685	ROD_RS04390	b0859	STM14_RS05050	6
2535	ECL_RS20535	KPNIH1_RS21625	SMDB11_RS00515	ROD_RS14915	b2785	STM14_RS15830	6
2536	ECL_RS25055	KPNIH1_RS00555	SMDB11_RS19835	ROD_RS18680	b3965	STM14_RS21705	6
2537	ECL_RS19675	KPNIH1_RS20500	SMDB11_RS00815	ROD_RS12675	b4461	STM14_RS14640	6
2538	ECL_RS15005	KPNIH1_RS07890	SMDB11_RS02285	ROD_RS03355	b0658	STM14_RS03945	6
2539	ECL_RS02955	KPNIH1_RS02485	SMDB11_RS22505	ROD_RS16145	b4218	STM14_RS23115	6
2540	ECL_RS11320	KPNIH1_RS15030	SMDB11_RS07500	ROD_RS07170	b1632	STM14_RS08125	6
